,Year,Jurisdiction,Gender,Average scale score
802,2007,Utah,Male,217.0
803,2007,Utah,Female,225.0
804,2007,Vermont,Male,225.0
805,2007,Vermont,Female,232.0
806,2007,Virginia,Male,224.0
807,2007,Virginia,Female,230.0
808,2007,Washington,Male,221.0
809,2007,Washington,Female,227.0
810,2007,West Virginia,Male,211.0
811,2007,West Virginia,Female,220.0
812,2007,Wisconsin,Male,222.0
813,2007,Wisconsin,Female,224.0
814,2007,Wyoming,Male,222.0
815,2007,Wyoming,Female,228.0
816,2005,National,Male,216.0
817,2005,National,Female,222.0
818,2005,Alabama,Male,205.0
819,2005,Alabama,Female,211.0
820,2005,Alaska,Male,207.0
821,2005,Alaska,Female,215.0
822,2005,Arizona,Male,203.0
823,2005,Arizona,Female,211.0
824,2005,Arkansas,Male,213.0
825,2005,Arkansas,Female,221.0
826,2005,California,Male,203.0
827,2005,California,Female,210.0
828,2005,Colorado,Male,221.0
829,2005,Colorado,Female,227.0
830,2005,Connecticut,Male,222.0
831,2005,Connecticut,Female,230.0
832,2005,Delaware,Male,223.0
833,2005,Delaware,Female,229.0
834,2005,Florida,Male,217.0
835,2005,Florida,Female,222.0
836,2005,Georgia,Male,210.0
837,2005,Georgia,Female,219.0
838,2005,Hawaii,Male,205.0
839,2005,Hawaii,Female,214.0
840,2005,Idaho,Male,218.0
841,2005,Idaho,Female,225.0
842,2005,Illinois,Male,215.0
843,2005,Illinois,Female,218.0
844,2005,Indiana,Male,214.0
845,2005,Indiana,Female,222.0
846,2005,Iowa,Male,218.0
847,2005,Iowa,Female,224.0
848,2005,Kansas,Male,218.0
849,2005,Kansas,Female,223.0
850,2005,Kentucky,Male,218.0
851,2005,Kentucky,Female,222.0
852,2005,Louisiana,Male,208.0
853,2005,Louisiana,Female,211.0
854,2005,Maine,Male,221.0
855,2005,Maine,Female,228.0
856,2005,Maryland,Male,217.0
857,2005,Maryland,Female,223.0
858,2005,Massachusetts,Male,230.0
859,2005,Massachusetts,Female,233.0
860,2005,Michigan,Male,216.0
861,2005,Michigan,Female,221.0
862,2005,Minnesota,Male,221.0
863,2005,Minnesota,Female,229.0
864,2005,Mississippi,Male,200.0
865,2005,Mississippi,Female,208.0
866,2005,Missouri,Male,218.0
867,2005,Missouri,Female,224.0
868,2005,Montana,Male,222.0
869,2005,Montana,Female,227.0
870,2005,Nebraska,Male,219.0
871,2005,Nebraska,Female,224.0
872,2005,Nevada,Male,203.0
873,2005,Nevada,Female,212.0
874,2005,New Hampshire,Male,224.0
875,2005,New Hampshire,Female,231.0
876,2005,New Jersey,Male,221.0
877,2005,New Jersey,Female,226.0
878,2005,New Mexico,Male,203.0
879,2005,New Mexico,Female,211.0
880,2005,New York,Male,220.0
881,2005,New York,Female,225.0
882,2005,North Carolina,Male,213.0
883,2005,North Carolina,Female,221.0
884,2005,North Dakota,Male,222.0
885,2005,North Dakota,Female,227.0
886,2005,Ohio,Male,219.0
887,2005,Ohio,Female,226.0
888,2005,Oklahoma,Male,211.0
889,2005,Oklahoma,Female,217.0
890,2005,Oregon,Male,213.0
891,2005,Oregon,Female,220.0
892,2005,Pennsylvania,Male,219.0
893,2005,Pennsylvania,Female,227.0
894,2005,Rhode Island,Male,212.0
895,2005,Rhode Island,Female,221.0
896,2005,South Carolina,Male,210.0
897,2005,South Carolina,Female,217.0
898,2005,South Dakota,Male,219.0
899,2005,South Dakota,Female,227.0
900,2005,Tennessee,Male,210.0
901,2005,Tennessee,Female,218.0
902,2005,Texas,Male,216.0
903,2005,Texas,Female,222.0
904,2005,Utah,Male,216.0
905,2005,Utah,Female,226.0
906,2005,Vermont,Male,223.0
907,2005,Vermont,Female,230.0
908,2005,Virginia,Male,223.0
909,2005,Virginia,Female,228.0
910,2005,Washington,Male,219.0
911,2005,Washington,Female,228.0
912,2005,West Virginia,Male,211.0
913,2005,West Virginia,Female,218.0
914,2005,Wisconsin,Male,219.0
915,2005,Wisconsin,Female,224.0
916,2005,Wyoming,Male,221.0
917,2005,Wyoming,Female,226.0
918,2003,National,Male,215.0
919,2003,National,Female,222.0
920,2003,Alabama,Male,204.0
921,2003,Alabama,Female,211.0
922,2003,Alaska,Male,205.0
923,2003,Alaska,Female,218.0
924,2003,Arizona,Male,206.0
925,2003,Arizona,Female,212.0
926,2003,Arkansas,Male,209.0
927,2003,Arkansas,Female,218.0
928,2003,California,Male,202.0
929,2003,California,Female,209.0
930,2003,Colorado,Male,220.0
931,2003,Colorado,Female,227.0
932,2003,Connecticut,Male,224.0
933,2003,Connecticut,Female,232.0
934,2003,Delaware,Male,222.0
935,2003,Delaware,Female,226.0
936,2003,Florida,Male,214.0
937,2003,Florida,Female,222.0
938,2003,Georgia,Male,210.0
939,2003,Georgia,Female,218.0
940,2003,Hawaii,Male,202.0
941,2003,Hawaii,Female,215.0
942,2003,Idaho,Male,216.0
943,2003,Idaho,Female,221.0
944,2003,Illinois,Male,214.0
945,2003,Illinois,Female,219.0
946,2003,Indiana,Male,216.0
947,2003,Indiana,Female,224.0
948,2003,Iowa,Male,220.0
949,2003,Iowa,Female,227.0
950,2003,Kansas,Male,216.0
951,2003,Kansas,Female,224.0
952,2003,Kentucky,Male,215.0
953,2003,Kentucky,Female,223.0
954,2003,Louisiana,Male,200.0
955,2003,Louisiana,Female,210.0
956,2003,Maine,Male,221.0
957,2003,Maine,Female,226.0
958,2003,Maryland,Male,215.0
959,2003,Maryland,Female,222.0
960,2003,Massachusetts,Male,225.0
961,2003,Massachusetts,Female,231.0
962,2003,Michigan,Male,216.0
963,2003,Michigan,Female,222.0
964,2003,Minnesota,Male,216.0
965,2003,Minnesota,Female,229.0
966,2003,Mississippi,Male,202.0
967,2003,Mississippi,Female,209.0
968,2003,Missouri,Male,219.0
969,2003,Missouri,Female,226.0
970,2003,Montana,Male,218.0
971,2003,Montana,Female,228.0
972,2003,Nebraska,Male,218.0
973,2003,Nebraska,Female,223.0
974,2003,Nevada,Male,202.0
975,2003,Nevada,Female,211.0
976,2003,New Hampshire,Male,224.0
977,2003,New Hampshire,Female,232.0
978,2003,New Jersey,Male,222.0
979,2003,New Jersey,Female,229.0
980,2003,New Mexico,Male,201.0
981,2003,New Mexico,Female,206.0
982,2003,New York,Male,218.0
983,2003,New York,Female,226.0
984,2003,North Carolina,Male,216.0
985,2003,North Carolina,Female,227.0
986,2003,North Dakota,Male,218.0
987,2003,North Dakota,Female,225.0
988,2003,Ohio,Male,218.0
989,2003,Ohio,Female,226.0
990,2003,Oklahoma,Male,210.0
991,2003,Oklahoma,Female,217.0
992,2003,Oregon,Male,213.0
993,2003,Oregon,Female,223.0
994,2003,Pennsylvania,Male,215.0
995,2003,Pennsylvania,Female,222.0
996,2003,Rhode Island,Male,213.0
997,2003,Rhode Island,Female,220.0
998,2003,South Carolina,Male,211.0
999,2003,South Carolina,Female,219.0
1000,2003,South Dakota,Male,220.0
1001,2003,South Dakota,Female,225.0
1002,2003,Tennessee,Male,208.0
1003,2003,Tennessee,Female,217.0
1004,2003,Texas,Male,212.0
1005,2003,Texas,Female,218.0
1006,2003,Utah,Male,215.0
1007,2003,Utah,Female,224.0
1008,2003,Vermont,Male,224.0
1009,2003,Vermont,Female,229.0
1010,2003,Virginia,Male,219.0
1011,2003,Virginia,Female,228.0
1012,2003,Washington,Male,216.0
1013,2003,Washington,Female,226.0
1014,2003,West Virginia,Male,215.0
1015,2003,West Virginia,Female,223.0
1016,2003,Wisconsin,Male,217.0
1017,2003,Wisconsin,Female,225.0
1018,2003,Wyoming,Male,219.0
1019,2003,Wyoming,Female,225.0
1020,2002,National,Male,215.0
1021,2002,National,Female,222.0
1022,2002,Alabama,Male,203.0
1023,2002,Alabama,Female,211.0
1024,2002,Alaska,Male,215.0
1025,2002,Alaska,Female,222.0
1026,2002,Arizona,Male,200.0
1027,2002,Arizona,Female,211.0
1028,2002,Arkansas,Male,210.0
1029,2002,Arkansas,Female,216.0
1030,2002,California,Male,204.0
1031,2002,California,Female,208.0
1032,2002,Colorado,Male,215.0
1033,2002,Colorado,Female,222.0
1034,2002,Connecticut,Male,226.0
1035,2002,Connecticut,Female,233.0
1036,2002,Delaware,Male,222.0
1037,2002,Delaware,Female,226.0
1038,2002,Florida,Male,210.0
1039,2002,Florida,Female,218.0
1040,2002,Georgia,Male,211.0
1041,2002,Georgia,Female,219.0
1042,2002,Hawaii,Male,203.0
1043,2002,Hawaii,Female,213.0
1044,2002,Idaho,Male,216.0
1045,2002,Idaho,Female,224.0
1046,2002,Illinois,Male,215.0
1047,2002,Illinois,Female,222.0
1048,2002,Indiana,Male,220.0
1049,2002,Indiana,Female,224.0
1050,2002,Iowa,Male,220.0
1051,2002,Iowa,Female,226.0
1052,2002,Kansas,Male,218.0
1053,2002,Kansas,Female,226.0
1054,2002,Kentucky,Male,215.0
1055,2002,Kentucky,Female,224.0
1056,2002,Louisiana,Male,204.0
1057,2002,Louisiana,Female,210.0
1058,2002,Maine,Male,222.0
1059,2002,Maine,Female,228.0
1060,2002,Maryland,Male,214.0
1061,2002,Maryland,Female,220.0
1062,2002,Massachusetts,Male,231.0
1063,2002,Massachusetts,Female,237.0
1064,2002,Michigan,Male,216.0
1065,2002,Michigan,Female,222.0
1066,2002,Minnesota,Male,221.0
1067,2002,Minnesota,Female,230.0
1068,2002,Mississippi,Male,200.0
1069,2002,Mississippi,Female,206.0
1070,2002,Missouri,Male,216.0
1071,2002,Missouri,Female,224.0
1072,2002,Montana,Male,219.0
1073,2002,Montana,Female,229.0
1074,2002,Nebraska,Male,218.0
1075,2002,Nebraska,Female,225.0
1076,2002,Nevada,Male,206.0
1077,2002,Nevada,Female,212.0
1078,2002,New Hampshire,Male,215.0
1079,2002,New Hampshire,Female,222.0
1080,2002,New Jersey,Male,215.0
1081,2002,New Jersey,Female,222.0
1082,2002,New Mexico,Male,204.0
1083,2002,New Mexico,Female,211.0
1084,2002,New York,Male,217.0
1085,2002,New York,Female,227.0
1086,2002,North Carolina,Male,218.0
1087,2002,North Carolina,Female,225.0
1088,2002,North Dakota,Male,221.0
1089,2002,North Dakota,Female,227.0
1090,2002,Ohio,Male,220.0
1091,2002,Ohio,Female,225.0
1092,2002,Oklahoma,Male,210.0
1093,2002,Oklahoma,Female,217.0
1094,2002,Oregon,Male,215.0
1095,2002,Oregon,Female,224.0
1096,2002,Pennsylvania,Male,218.0
1097,2002,Pennsylvania,Female,223.0
1098,2002,Rhode Island,Male,217.0
1099,2002,Rhode Island,Female,222.0
1100,2002,South Carolina,Male,209.0
1101,2002,South Carolina,Female,218.0
1102,2002,South Dakota,Male,215.0
1103,2002,South Dakota,Female,222.0
1104,2002,Tennessee,Male,211.0
1105,2002,Tennessee,Female,217.0
1106,2002,Texas,Male,215.0
1107,2002,Texas,Female,219.0
1108,2002,Utah,Male,218.0
1109,2002,Utah,Female,225.0
1110,2002,Vermont,Male,223.0
1111,2002,Vermont,Female,231.0
1112,2002,Virginia,Male,223.0
1113,2002,Virginia,Female,227.0
1114,2002,Washington,Male,220.0
1115,2002,Washington,Female,227.0
1116,2002,West Virginia,Male,217.0
1117,2002,West Virginia,Female,221.0
1118,2002,Wisconsin,Male,215.0
1119,2002,Wisconsin,Female,222.0
1120,2002,Wyoming,Male,219.0
1121,2002,Wyoming,Female,224.0
