,Year,Jurisdiction,Gender,Average scale score
800,2007,Texas,Male,243.0
801,2007,Texas,Female,242.0
802,2007,Utah,Male,241.0
803,2007,Utah,Female,238.0
804,2007,Vermont,Male,248.0
805,2007,Vermont,Female,245.0
806,2007,Virginia,Male,245.0
807,2007,Virginia,Female,242.0
808,2007,Washington,Male,244.0
809,2007,Washington,Female,241.0
810,2007,West Virginia,Male,238.0
811,2007,West Virginia,Female,235.0
812,2007,Wisconsin,Male,245.0
813,2007,Wisconsin,Female,243.0
814,2007,Wyoming,Male,244.0
815,2007,Wyoming,Female,243.0
816,2005,National,Male,239.0
817,2005,National,Female,237.0
818,2005,Alabama,Male,225.0
819,2005,Alabama,Female,225.0
820,2005,Alaska,Male,236.0
821,2005,Alaska,Female,235.0
822,2005,Arizona,Male,233.0
823,2005,Arizona,Female,227.0
824,2005,Arkansas,Male,236.0
825,2005,Arkansas,Female,235.0
826,2005,California,Male,231.0
827,2005,California,Female,229.0
828,2005,Colorado,Male,241.0
829,2005,Colorado,Female,238.0
830,2005,Connecticut,Male,244.0
831,2005,Connecticut,Female,241.0
832,2005,Delaware,Male,241.0
833,2005,Delaware,Female,238.0
834,2005,Florida,Male,240.0
835,2005,Florida,Female,238.0
836,2005,Georgia,Male,234.0
837,2005,Georgia,Female,233.0
838,2005,Hawaii,Male,229.0
839,2005,Hawaii,Female,231.0
840,2005,Idaho,Male,242.0
841,2005,Idaho,Female,241.0
842,2005,Illinois,Male,234.0
843,2005,Illinois,Female,232.0
844,2005,Indiana,Male,240.0
845,2005,Indiana,Female,240.0
846,2005,Iowa,Male,242.0
847,2005,Iowa,Female,238.0
848,2005,Kansas,Male,247.0
849,2005,Kansas,Female,245.0
850,2005,Kentucky,Male,233.0
851,2005,Kentucky,Female,230.0
852,2005,Louisiana,Male,231.0
853,2005,Louisiana,Female,229.0
854,2005,Maine,Male,243.0
855,2005,Maine,Female,239.0
856,2005,Maryland,Male,240.0
857,2005,Maryland,Female,237.0
858,2005,Massachusetts,Male,248.0
859,2005,Massachusetts,Female,247.0
860,2005,Michigan,Male,240.0
861,2005,Michigan,Female,236.0
862,2005,Minnesota,Male,247.0
863,2005,Minnesota,Female,245.0
864,2005,Mississippi,Male,227.0
865,2005,Mississippi,Female,226.0
866,2005,Missouri,Male,237.0
867,2005,Missouri,Female,233.0
868,2005,Montana,Male,243.0
869,2005,Montana,Female,239.0
870,2005,Nebraska,Male,239.0
871,2005,Nebraska,Female,236.0
872,2005,Nevada,Male,231.0
873,2005,Nevada,Female,229.0
874,2005,New Hampshire,Male,247.0
875,2005,New Hampshire,Female,244.0
876,2005,New Jersey,Male,246.0
877,2005,New Jersey,Female,242.0
878,2005,New Mexico,Male,225.0
879,2005,New Mexico,Female,223.0
880,2005,New York,Male,240.0
881,2005,New York,Female,237.0
882,2005,North Carolina,Male,242.0
883,2005,North Carolina,Female,241.0
884,2005,North Dakota,Male,244.0
885,2005,North Dakota,Female,241.0
886,2005,Ohio,Male,243.0
887,2005,Ohio,Female,241.0
888,2005,Oklahoma,Male,235.0
889,2005,Oklahoma,Female,233.0
890,2005,Oregon,Male,239.0
891,2005,Oregon,Female,238.0
892,2005,Pennsylvania,Male,241.0
893,2005,Pennsylvania,Female,240.0
894,2005,Rhode Island,Male,234.0
895,2005,Rhode Island,Female,233.0
896,2005,South Carolina,Male,238.0
897,2005,South Carolina,Female,238.0
898,2005,South Dakota,Male,243.0
899,2005,South Dakota,Female,240.0
900,2005,Tennessee,Male,233.0
901,2005,Tennessee,Female,231.0
902,2005,Texas,Male,244.0
903,2005,Texas,Female,240.0
904,2005,Utah,Male,240.0
905,2005,Utah,Female,237.0
906,2005,Vermont,Male,246.0
907,2005,Vermont,Female,241.0
908,2005,Virginia,Male,242.0
909,2005,Virginia,Female,239.0
910,2005,Washington,Male,242.0
911,2005,Washington,Female,241.0
912,2005,West Virginia,Male,232.0
913,2005,West Virginia,Female,229.0
914,2005,Wisconsin,Male,242.0
915,2005,Wisconsin,Female,239.0
916,2005,Wyoming,Male,244.0
917,2005,Wyoming,Female,242.0
918,2003,National,Male,236.0
919,2003,National,Female,233.0
920,2003,Alabama,Male,223.0
921,2003,Alabama,Female,223.0
922,2003,Alaska,Male,235.0
923,2003,Alaska,Female,231.0
924,2003,Arizona,Male,231.0
925,2003,Arizona,Female,227.0
926,2003,Arkansas,Male,228.0
927,2003,Arkansas,Female,230.0
928,2003,California,Male,229.0
929,2003,California,Female,225.0
930,2003,Colorado,Male,237.0
931,2003,Colorado,Female,233.0
932,2003,Connecticut,Male,243.0
933,2003,Connecticut,Female,238.0
934,2003,Delaware,Male,237.0
935,2003,Delaware,Female,235.0
936,2003,Florida,Male,235.0
937,2003,Florida,Female,233.0
938,2003,Georgia,Male,231.0
939,2003,Georgia,Female,229.0
940,2003,Hawaii,Male,227.0
941,2003,Hawaii,Female,226.0
942,2003,Idaho,Male,237.0
943,2003,Idaho,Female,233.0
944,2003,Illinois,Male,234.0
945,2003,Illinois,Female,232.0
946,2003,Indiana,Male,239.0
947,2003,Indiana,Female,237.0
948,2003,Iowa,Male,240.0
949,2003,Iowa,Female,236.0
950,2003,Kansas,Male,244.0
951,2003,Kansas,Female,240.0
952,2003,Kentucky,Male,230.0
953,2003,Kentucky,Female,227.0
954,2003,Louisiana,Male,227.0
955,2003,Louisiana,Female,226.0
956,2003,Maine,Male,239.0
957,2003,Maine,Female,236.0
958,2003,Maryland,Male,235.0
959,2003,Maryland,Female,232.0
960,2003,Massachusetts,Male,244.0
961,2003,Massachusetts,Female,239.0
962,2003,Michigan,Male,238.0
963,2003,Michigan,Female,233.0
964,2003,Minnesota,Male,244.0
965,2003,Minnesota,Female,240.0
966,2003,Mississippi,Male,223.0
967,2003,Mississippi,Female,223.0
968,2003,Missouri,Male,235.0
969,2003,Missouri,Female,235.0
970,2003,Montana,Male,236.0
971,2003,Montana,Female,235.0
972,2003,Nebraska,Male,238.0
973,2003,Nebraska,Female,235.0
974,2003,Nevada,Male,229.0
975,2003,Nevada,Female,226.0
976,2003,New Hampshire,Male,246.0
977,2003,New Hampshire,Female,240.0
978,2003,New Jersey,Male,240.0
979,2003,New Jersey,Female,237.0
980,2003,New Mexico,Male,224.0
981,2003,New Mexico,Female,221.0
982,2003,New York,Male,237.0
983,2003,New York,Female,235.0
984,2003,North Carolina,Male,243.0
985,2003,North Carolina,Female,241.0
986,2003,North Dakota,Male,240.0
987,2003,North Dakota,Female,235.0
988,2003,Ohio,Male,239.0
989,2003,Ohio,Female,237.0
990,2003,Oklahoma,Male,230.0
991,2003,Oklahoma,Female,228.0
992,2003,Oregon,Male,237.0
993,2003,Oregon,Female,235.0
994,2003,Pennsylvania,Male,238.0
995,2003,Pennsylvania,Female,234.0
996,2003,Rhode Island,Male,231.0
997,2003,Rhode Island,Female,229.0
998,2003,South Carolina,Male,237.0
999,2003,South Carolina,Female,234.0
1000,2003,South Dakota,Male,239.0
1001,2003,South Dakota,Female,235.0
1002,2003,Tennessee,Male,228.0
1003,2003,Tennessee,Female,228.0
1004,2003,Texas,Male,239.0
1005,2003,Texas,Female,236.0
1006,2003,Utah,Male,236.0
1007,2003,Utah,Female,233.0
1008,2003,Vermont,Male,244.0
1009,2003,Vermont,Female,240.0
1010,2003,Virginia,Male,240.0
1011,2003,Virginia,Female,239.0
1012,2003,Washington,Male,240.0
1013,2003,Washington,Female,237.0
1014,2003,West Virginia,Male,232.0
1015,2003,West Virginia,Female,230.0
1016,2003,Wisconsin,Male,238.0
1017,2003,Wisconsin,Female,235.0
1018,2003,Wyoming,Male,242.0
1019,2003,Wyoming,Female,240.0
1020,2000,National,Male,227.0
1021,2000,National,Female,224.0
1022,2000,Alabama,Male,216.0
1023,2000,Alabama,Female,219.0
1024,2000,Alaska,Male,228.0
1025,2000,Alaska,Female,225.0
1026,2000,Arizona,Male,219.0
1027,2000,Arizona,Female,219.0
1028,2000,Arkansas,Male,216.0
1029,2000,Arkansas,Female,216.0
1030,2000,California,Male,212.0
1031,2000,California,Female,213.0
1032,2000,Colorado,Male,228.0
1033,2000,Colorado,Female,225.0
1034,2000,Connecticut,Male,235.0
1035,2000,Connecticut,Female,233.0
1036,2000,Delaware,Male,228.0
1037,2000,Delaware,Female,225.0
1038,2000,Florida,Male,228.0
1039,2000,Florida,Female,225.0
1040,2000,Georgia,Male,220.0
1041,2000,Georgia,Female,218.0
1042,2000,Hawaii,Male,215.0
1043,2000,Hawaii,Female,217.0
1044,2000,Idaho,Male,224.0
1045,2000,Idaho,Female,225.0
1046,2000,Illinois,Male,224.0
1047,2000,Illinois,Female,222.0
1048,2000,Indiana,Male,234.0
1049,2000,Indiana,Female,232.0
1050,2000,Iowa,Male,233.0
1051,2000,Iowa,Female,230.0
1052,2000,Kansas,Male,233.0
1053,2000,Kansas,Female,231.0
1054,2000,Kentucky,Male,220.0
1055,2000,Kentucky,Female,219.0
1056,2000,Louisiana,Male,219.0
1057,2000,Louisiana,Female,217.0
1058,2000,Maine,Male,232.0
1059,2000,Maine,Female,227.0
1060,2000,Maryland,Male,223.0
1061,2000,Maryland,Female,220.0
1062,2000,Massachusetts,Male,235.0
1063,2000,Massachusetts,Female,232.0
1064,2000,Michigan,Male,230.0
1065,2000,Michigan,Female,228.0
1066,2000,Minnesota,Male,236.0
1067,2000,Minnesota,Female,232.0
1068,2000,Mississippi,Male,210.0
1069,2000,Mississippi,Female,211.0
1070,2000,Missouri,Male,228.0
1071,2000,Missouri,Female,228.0
1072,2000,Montana,Male,231.0
1073,2000,Montana,Female,226.0
1074,2000,Nebraska,Male,225.0
1075,2000,Nebraska,Female,225.0
1076,2000,Nevada,Male,221.0
1077,2000,Nevada,Female,218.0
1078,2000,New Hampshire,Male,228.0
1079,2000,New Hampshire,Female,225.0
1080,2000,New Jersey,Male,228.0
1081,2000,New Jersey,Female,225.0
1082,2000,New Mexico,Male,216.0
1083,2000,New Mexico,Female,211.0
1084,2000,New York,Male,227.0
1085,2000,New York,Female,224.0
1086,2000,North Carolina,Male,230.0
1087,2000,North Carolina,Female,230.0
1088,2000,North Dakota,Male,231.0
1089,2000,North Dakota,Female,229.0
1090,2000,Ohio,Male,232.0
1091,2000,Ohio,Female,228.0
1092,2000,Oklahoma,Male,225.0
1093,2000,Oklahoma,Female,223.0
1094,2000,Oregon,Male,225.0
1095,2000,Oregon,Female,222.0
1096,2000,Pennsylvania,Male,228.0
1097,2000,Pennsylvania,Female,225.0
1098,2000,Rhode Island,Male,225.0
1099,2000,Rhode Island,Female,223.0
1100,2000,South Carolina,Male,221.0
1101,2000,South Carolina,Female,219.0
1102,2000,South Dakota,Male,228.0
1103,2000,South Dakota,Female,225.0
1104,2000,Tennessee,Male,221.0
1105,2000,Tennessee,Female,219.0
1106,2000,Texas,Male,233.0
1107,2000,Texas,Female,230.0
1108,2000,Utah,Male,227.0
1109,2000,Utah,Female,227.0
1110,2000,Vermont,Male,232.0
1111,2000,Vermont,Female,231.0
1112,2000,Virginia,Male,232.0
1113,2000,Virginia,Female,227.0
1114,2000,Washington,Male,228.0
1115,2000,Washington,Female,225.0
1116,2000,West Virginia,Male,224.0
1117,2000,West Virginia,Female,223.0
1118,2000,Wisconsin,Male,228.0
1119,2000,Wisconsin,Female,225.0
1120,2000,Wyoming,Male,230.0
1121,2000,Wyoming,Female,227.0
1122,2000,National,Male,229.0
1123,2000,National,Female,226.0
1124,2000,Alabama,Male,217.0
1125,2000,Alabama,Female,219.0
1126,2000,Alaska,Male,228.0
1127,2000,Alaska,Female,225.0
1128,2000,Arizona,Male,220.0
1129,2000,Arizona,Female,218.0
1130,2000,Arkansas,Male,217.0
1131,2000,Arkansas,Female,217.0
1132,2000,California,Male,213.0
1133,2000,California,Female,214.0
1134,2000,Colorado,Male,228.0
1135,2000,Colorado,Female,225.0
1136,2000,Connecticut,Male,235.0
1137,2000,Connecticut,Female,233.0
1138,2000,Delaware,Male,228.0
1139,2000,Delaware,Female,225.0
1140,2000,Florida,Male,228.0
1141,2000,Florida,Female,225.0
1142,2000,Georgia,Male,220.0
1143,2000,Georgia,Female,219.0
1144,2000,Hawaii,Male,214.0
1145,2000,Hawaii,Female,217.0
1146,2000,Idaho,Male,227.0
1147,2000,Idaho,Female,227.0
1148,2000,Illinois,Male,227.0
1149,2000,Illinois,Female,222.0
1150,2000,Indiana,Male,235.0
1151,2000,Indiana,Female,233.0
1152,2000,Iowa,Male,235.0
1153,2000,Iowa,Female,231.0
1154,2000,Kansas,Male,232.0
1155,2000,Kansas,Female,232.0
1156,2000,Kentucky,Male,222.0
1157,2000,Kentucky,Female,220.0
1158,2000,Louisiana,Male,218.0
1159,2000,Louisiana,Female,218.0
1160,2000,Maine,Male,232.0
1161,2000,Maine,Female,229.0
1162,2000,Maryland,Male,223.0
1163,2000,Maryland,Female,221.0
1164,2000,Massachusetts,Male,237.0
1165,2000,Massachusetts,Female,233.0
1166,2000,Michigan,Male,232.0
1167,2000,Michigan,Female,230.0
1168,2000,Minnesota,Male,237.0
1169,2000,Minnesota,Female,233.0
1170,2000,Mississippi,Male,210.0
1171,2000,Mississippi,Female,211.0
1172,2000,Missouri,Male,229.0
1173,2000,Missouri,Female,228.0
1174,2000,Montana,Male,232.0
1175,2000,Montana,Female,228.0
1176,2000,Nebraska,Male,227.0
1177,2000,Nebraska,Female,225.0
1178,2000,Nevada,Male,222.0
1179,2000,Nevada,Female,218.0
1180,2000,New Hampshire,Male,228.0
1181,2000,New Hampshire,Female,225.0
1182,2000,New Jersey,Male,228.0
1183,2000,New Jersey,Female,225.0
1184,2000,New Mexico,Male,216.0
1185,2000,New Mexico,Female,212.0
1186,2000,New York,Male,228.0
1187,2000,New York,Female,225.0
1188,2000,North Carolina,Male,234.0
1189,2000,North Carolina,Female,231.0
1190,2000,North Dakota,Male,233.0
1191,2000,North Dakota,Female,229.0
1192,2000,Ohio,Male,233.0
1193,2000,Ohio,Female,228.0
1194,2000,Oklahoma,Male,226.0
1195,2000,Oklahoma,Female,224.0
1196,2000,Oregon,Male,229.0
1197,2000,Oregon,Female,224.0
1198,2000,Pennsylvania,Male,228.0
1199,2000,Pennsylvania,Female,225.0
1200,2000,Rhode Island,Male,225.0
1201,2000,Rhode Island,Female,224.0
1202,2000,South Carolina,Male,221.0
1203,2000,South Carolina,Female,220.0
1204,2000,South Dakota,Male,228.0
1205,2000,South Dakota,Female,225.0
1206,2000,Tennessee,Male,222.0
1207,2000,Tennessee,Female,218.0
1208,2000,Texas,Male,235.0
1209,2000,Texas,Female,231.0
1210,2000,Utah,Male,227.0
1211,2000,Utah,Female,228.0
1212,2000,Vermont,Male,232.0
1213,2000,Vermont,Female,231.0
1214,2000,Virginia,Male,233.0
1215,2000,Virginia,Female,228.0
1216,2000,Washington,Male,228.0
1217,2000,Washington,Female,225.0
1218,2000,West Virginia,Male,226.0
1219,2000,West Virginia,Female,223.0
1220,2000,Wisconsin,Male,228.0
1221,2000,Wisconsin,Female,225.0
1222,2000,Wyoming,Male,230.0
1223,2000,Wyoming,Female,228.0
