Year,Jurisdiction,Gender,Average scale score
2005,Vermont,Female,241.0
2005,Virginia,Male,242.0
2005,Virginia,Female,239.0
2005,Washington,Male,242.0
2005,Washington,Female,241.0
2005,West Virginia,Male,232.0
2005,West Virginia,Female,229.0
2005,Wisconsin,Male,242.0
2005,Wisconsin,Female,239.0
2005,Wyoming,Male,244.0
2005,Wyoming,Female,242.0
2003,National,Male,236.0
2003,National,Female,233.0
2003,Alabama,Male,223.0
2003,Alabama,Female,223.0
2003,Alaska,Male,235.0
2003,Alaska,Female,231.0
2003,Arizona,Male,231.0
2003,Arizona,Female,227.0
2003,Arkansas,Male,228.0
2003,Arkansas,Female,230.0
2003,California,Male,229.0
2003,California,Female,225.0
2003,Colorado,Male,237.0
2003,Colorado,Female,233.0
2003,Connecticut,Male,243.0
2003,Connecticut,Female,238.0
2003,Delaware,Male,237.0
2003,Delaware,Female,235.0
2003,Florida,Male,235.0
2003,Florida,Female,233.0
2003,Georgia,Male,231.0
2003,Georgia,Female,229.0
2003,Hawaii,Male,227.0
2003,Hawaii,Female,226.0
2003,Idaho,Male,237.0
2003,Idaho,Female,233.0
2003,Illinois,Male,234.0
2003,Illinois,Female,232.0
2003,Indiana,Male,239.0
2003,Indiana,Female,237.0
2003,Iowa,Male,240.0
2003,Iowa,Female,236.0
2003,Kansas,Male,244.0
2003,Kansas,Female,240.0
2003,Kentucky,Male,230.0
2003,Kentucky,Female,227.0
2003,Louisiana,Male,227.0
2003,Louisiana,Female,226.0
2003,Maine,Male,239.0
2003,Maine,Female,236.0
2003,Maryland,Male,235.0
2003,Maryland,Female,232.0
2003,Massachusetts,Male,244.0
2003,Massachusetts,Female,239.0
2003,Michigan,Male,238.0
2003,Michigan,Female,233.0
2003,Minnesota,Male,244.0
2003,Minnesota,Female,240.0
2003,Mississippi,Male,223.0
2003,Mississippi,Female,223.0
2003,Missouri,Male,235.0
2003,Missouri,Female,235.0
2003,Montana,Male,236.0
2003,Montana,Female,235.0
2003,Nebraska,Male,238.0
2003,Nebraska,Female,235.0
2003,Nevada,Male,229.0
2003,Nevada,Female,226.0
2003,New Hampshire,Male,246.0
2003,New Hampshire,Female,240.0
2003,New Jersey,Male,240.0
2003,New Jersey,Female,237.0
2003,New Mexico,Male,224.0
2003,New Mexico,Female,221.0
2003,New York,Male,237.0
2003,New York,Female,235.0
2003,North Carolina,Male,243.0
2003,North Carolina,Female,241.0
2003,North Dakota,Male,240.0
2003,North Dakota,Female,235.0
2003,Ohio,Male,239.0
2003,Ohio,Female,237.0
2003,Oklahoma,Male,230.0
2003,Oklahoma,Female,228.0
2003,Oregon,Male,237.0
2003,Oregon,Female,235.0
2003,Pennsylvania,Male,238.0
2003,Pennsylvania,Female,234.0
2003,Rhode Island,Male,231.0
2003,Rhode Island,Female,229.0
2003,South Carolina,Male,237.0
2003,South Carolina,Female,234.0
2003,South Dakota,Male,239.0
2003,South Dakota,Female,235.0
2003,Tennessee,Male,228.0
2003,Tennessee,Female,228.0
2003,Texas,Male,239.0
2003,Texas,Female,236.0
2003,Utah,Male,236.0
2003,Utah,Female,233.0
2003,Vermont,Male,244.0
2003,Vermont,Female,240.0
2003,Virginia,Male,240.0
2003,Virginia,Female,239.0
2003,Washington,Male,240.0
2003,Washington,Female,237.0
2003,West Virginia,Male,232.0
2003,West Virginia,Female,230.0
2003,Wisconsin,Male,238.0
2003,Wisconsin,Female,235.0
2003,Wyoming,Male,242.0
2003,Wyoming,Female,240.0
