Year,Jurisdiction,Gender,Average scale score
2003,Pennsylvania,Female,222
2003,Rhode Island,Male,213
2003,Rhode Island,Female,220
2003,South Carolina,Male,211
2003,South Carolina,Female,219
2003,South Dakota,Male,220
2003,South Dakota,Female,225
2003,Tennessee,Male,208
2003,Tennessee,Female,217
2003,Texas,Male,212
2003,Texas,Female,218
2003,Utah,Male,215
2003,Utah,Female,224
2003,Vermont,Male,224
2003,Vermont,Female,229
2003,Virginia,Male,219
2003,Virginia,Female,228
2003,Washington,Male,216
2003,Washington,Female,226
2003,West Virginia,Male,215
2003,West Virginia,Female,223
2003,Wisconsin,Male,217
2003,Wisconsin,Female,225
2003,Wyoming,Male,219
2003,Wyoming,Female,225
2002,National,Male,215
2002,National,Female,222
2002,Alabama,Male,203
2002,Alabama,Female,211
2002,Alaska,Male,—
2002,Alaska,Female,—
2002,Arizona,Male,200
2002,Arizona,Female,211
2002,Arkansas,Male,210
2002,Arkansas,Female,216
2002,California,Male,204
2002,California,Female,208
2002,Colorado,Male,—
2002,Colorado,Female,—
2002,Connecticut,Male,226
2002,Connecticut,Female,233
2002,Delaware,Male,222
2002,Delaware,Female,226
2002,District of Columbia,Male,185
2002,District of Columbia,Female,196
2002,DoDEA,Male,222
2002,DoDEA,Female,227
2002,Florida,Male,210
2002,Florida,Female,218
2002,Georgia,Male,211
2002,Georgia,Female,219
2002,Hawaii,Male,203
2002,Hawaii,Female,213
2002,Idaho,Male,216
2002,Idaho,Female,224
2002,Illinois,Male,‡
2002,Illinois,Female,‡
2002,Indiana,Male,220
2002,Indiana,Female,224
2002,Iowa,Male,220
2002,Iowa,Female,226
2002,Kansas,Male,218
2002,Kansas,Female,226
2002,Kentucky,Male,215
2002,Kentucky,Female,224
2002,Louisiana,Male,204
2002,Louisiana,Female,210
2002,Maine,Male,222
2002,Maine,Female,228
2002,Maryland,Male,214
2002,Maryland,Female,220
2002,Massachusetts,Male,231
2002,Massachusetts,Female,237
2002,Michigan,Male,216
2002,Michigan,Female,222
2002,Minnesota,Male,221
2002,Minnesota,Female,230
2002,Mississippi,Male,200
2002,Mississippi,Female,206
2002,Missouri,Male,216
2002,Missouri,Female,224
2002,Montana,Male,219
2002,Montana,Female,229
2002,Nebraska,Male,218
2002,Nebraska,Female,225
2002,Nevada,Male,206
2002,Nevada,Female,212
2002,New Hampshire,Male,—
2002,New Hampshire,Female,—
2002,New Jersey,Male,—
2002,New Jersey,Female,—
2002,New Mexico,Male,204
2002,New Mexico,Female,211
2002,New York,Male,217
2002,New York,Female,227
2002,North Carolina,Male,218
2002,North Carolina,Female,225
2002,North Dakota,Male,221
2002,North Dakota,Female,227
2002,Ohio,Male,220
2002,Ohio,Female,225
2002,Oklahoma,Male,210
2002,Oklahoma,Female,217
2002,Oregon,Male,215
2002,Oregon,Female,224
2002,Pennsylvania,Male,218
2002,Pennsylvania,Female,223
2002,Rhode Island,Male,217
2002,Rhode Island,Female,222
2002,South Carolina,Male,209
2002,South Carolina,Female,218
2002,South Dakota,Male,—
2002,South Dakota,Female,—
2002,Tennessee,Male,211
2002,Tennessee,Female,217
2002,Texas,Male,215
2002,Texas,Female,219
2002,Utah,Male,218
2002,Utah,Female,225
2002,Vermont,Male,223
2002,Vermont,Female,231
2002,Virginia,Male,223
2002,Virginia,Female,227
2002,Washington,Male,220
2002,Washington,Female,227
2002,West Virginia,Male,217
2002,West Virginia,Female,221
2002,Wisconsin,Male,‡
2002,Wisconsin,Female,‡
2002,Wyoming,Male,219
2002,Wyoming,Female,224
